@relation comments
@attribute content string
@attribute result {-10,0,10}
@data
'oi perissoteroi mpatsoi einai deksioi  malista polloi apo autous einai e8nikistes fasistes  pare  paradeigma thn ellada pou h xrysh aygh phgainei me ta mat otan kanoun oi anarxikoi poreies',-10
'kai 8es na mou peis oti h ellada 8a exei elegxo sta sunora an pshfisoume xrush augh  ti les akous  enta3ei ok  an den exeis epixeirhmata  den xreiazetai na mou les ola osa akouw apo tous xrusaugites  oi tupoi einai ikanoi gia polu xeirotera pragmata apo thn egklhmatikothta kai tous skotwmous den 3ereis apo xitler  3erw polu kala ti lew kai pistepse me eimai polu diavasmenos allwste an h xrush augh htan  e8nikistiko kinhma 8a pasxize ston dromo apopou 3ekinhse kai den 8a zhtouse e3ousia kai vouli',-10
'na sou pw tin alitheia egw perissotero prodotes vlepo tous aristerous pou tosa xronia me tous dithen pseftoagwnes tous rimaksan tin viomixania tis elladas kai katestrepsan ton topo kai tin paragogi para tous  neonazi  opos tous apokaleis pou stin teliki twra vgikan den exoun parelthon  oso gia tin malakia pou eipes gia tous lathro  ntaks to pairnw gia plaka de nomizw na to ennoeis  an to ennoeis pes mou apo poion psonizeis toso  kala narkotika na parw k egw',10
'enw oi aristeroi gamane  xoynta re xoynta thanatos stous lathrometanastes',10
'an mas pei sugnwmh file mou alla den katalavainw pws mporeis na me vazeis sto idio tsouvali me e8nistes kai e8nikistes  den eimai oute e8nikisths oute e8nisths  ( isws ligo patriwths )  alla einai la8os sou na me vazeis sto idio epipedo me autous  ( tous opoious tous 8eorw  miasmata ) filika panta',10
'sou aresei dld vre anarxo vlaka auto pou vlepeis sto video  kai les na ksanaginei  file mou ekeines tis hmeres den pe8ane mono o alekshs me auton ton adiko tropo apo ta pira enos dolofonou alla kai polles oikogenies opou meta  tis katastrofes den eixan ston hlio moira kai epeidh mallon eisai pitsirikas h kai mporei oi oikogeneia sou na mhn exei oikonomika provlimata allo na polemas to adiko kai allo tous aplous an8rwpous pou zoun thn oikogenia tous',10
'party leei oi lathrometanastes ama leipeis axaxaxaxaxxaxaxaxaxa ta  spaei  geia sou re toli',10
'anarxokommounismos mono gamw thn fileleu8eria sas  tis trapezes kai tis  agores',10
'kai den tha xe ka iethnikistika tatou as tus  malakes nalene',-10
'pesta gamw tous aplitous kafrous pou  asxolountai me mpala mono mpasket telos',10
'h antifasistikh drash an einai anagkaia mia fora  h drash kata twn la8rometanastwn einai 10 as epikentrw8oume sto meizon 8ema k se auto p mastizei thn xwra gti se liga xronia an  synexisoume etsi  8a eimaste meiwnothta sthn ellada  k dn nomizw na to 8eleis auto',10
'etsi akrivws megale oloi ethnikistes patriwtes kai etoimoi na polemisoume gi thn ellada  trava krypsou sthn troglh sou twra kai kane tin papia',10
'gia olous autous pou akoune psy kai tsakonontai sta videakia akoute ena eidos musikis pou exei dimiurgithei gia na enonei laous gia auto sta party mas den troei kaneis porta stin psytrance den xorane ethnikismoi kai malakies kai stin teliki ama  thelete na to paiksete ethnikistes min akoute ksenous dj s an auto krinete sosto auto pou mas enonei einai i agapi gia ena eidos musikis pou ksepernaei ta oria tis kathe filis kai politismou',-10
'ama deis stin lista ton filon mou exo anarxikous filous sostous anarxikous oxi fanatikous san kai esena o fanatismos malaka einai kako prama fadazomai esu pou mas apokaleis amorfotous sigoura tha eisai enas 14xronos toso se kano eilikrina den exo ksanaakousei na lene tetoia pramata apo anarxiko  eisia i moufa ekdosi tou anarxias to sosto einai i mesotita  san auto pou elege o aristotelis oute anarxas  oute ethnikistis alla patriotis salta kai gamisou tora amorfote',-10
'mexri ena simeio einai problima oi metanastes apo ekei k pera einai tosa polla ta problimata pou prepei na luthoun k mis pou anafereis tous  lathrometanastes mpas k eisai x a telika den ftaio ego pou den katalabeno alla esu pou milas me paraboles',-10
'autos p irthe  me diavatirio ktl legetai metanastis  autos p irthe apo ta vouna einai lathrometanastis  vlamene',10
'skase poutana kai kati teties san kai esena tis exo petaksei tin kolotripida ekso kai mou pasalipsan ton poutso me skata apliti sixameni gamo ta protipa sou kai gamo ta lefta sou skrofa trava gia psonia sta magazia zise ston kosmo sou moni sou tha pethaneis asximi tsoula oles thelete na ginete diasimes tragoudistries poutanes k a pantos exo mia kavlitsa tora kai gamao kala  fititria ksanameni einai esu eisai anorgasmikia kai anikanopioiti vlaxa  eime oreos tha  dis',0
'oxi file oso egw onomazomai makedonas kai exw stis flebes mou to aima tou megalou alexandrou den 8a psifisw ena an8elliniko komma pou kanei piso sta  8emata me tn tourkia tous la8rometanastes kai ta skopia',10
'poios sou eipe re oti eimai anarxikos  aristeroi den einai mono oi anarxikoi kai profanws i pleiopsifia twn aristerwn den einai enantia tis ellinikis simaias kai esu ws ethnikistis pws  aisthanesai pou o olympiakos katevainei sto gipedo me 2-3 ellines ek twn opoiwn kai mousoulmanoi pou esu den sumpatheis epidi einai omothriskoi twn tourkwn  sto sugxrono podosfairo den ginetai na eisai opados kai ethnikistis  diladi eisai kata twn ksenwn alla xeirokrotas tous ksenous paiktes',-10
'xaxaxa bastarde psaefto culturiari nianiaro oti 8es pistepse alla na 3ereis mia zoi 8a eisai ena adiavasto paraplitoforimeno  kai kivdilo provataki ade gia s tora k pl asxoli8ika  kai diavase gia na krineis se lypamemai b',0
'se ligo kairo tha arxisei h epixirisi skoupa  gia tous lathrometanastes kai tous upostiriktes tous  exoume to antarsia tous epiase o ponos gia tous metanastes  de koitane oti se ligo kairo de tha exoune na fane apo tous forous kai ta xaratsia oi metanastes tous maranane  patriotes tou kolou kai autoi',10
'katebazoume mpoukales 3anarxomaste mounares mes to piraia mes to piraia kai na to paradex8eite trexate gia na sw8eite mes sto piraia mes  t piraia kai tis manes sas gamame kai pantou 8a tragoudame pao s agapw pao s agapw',0
'den nomizo na einai tosoi polloi oi lathrometanastes apo tourkia  pio polloi pakistanoi einai alla gia tin anergia den ftaine aftoi  ftaine oi ligostes ependiseis pou exoun ginei apo tous ellines epixeirimaties  opou protimane  ta lefta tous na ta vgazoun stin elvetia',0
'ti kane mpanio re stoke enas metaxas sou xriazete na se vali stin epon an se kani  anthrwpo pou nmz oti eisai kai ethnikistis',10
'kala kanete paidia makari na ksekoumpistei kai na aposurthei gia to kalo olwn mas einai mia kiniti nekrofora me polu arnitiko profil gia to nhsi mas toso sto xrono pou kanei to ploio gia na ftasei sto nhsi oso kai stin poiotita tou taksidiou kathe xrono pou erxomai kai fernw kai atoma apo athina mazi mou gia diakopes oloi lene oti den ksanarxontai gia to logo tou  ploiou eleos pia',0
'gamato kommati an kai einai ethnikistes punk',0
'p kolaei o gios mou kai to an tha ginei prezaki re teneke kseganote oso gia ton typo sto video den yposthrizw tous mpatsous alla epishsden yposthrizw kai ton ka8e pseftoanapoiro p zhtianeuei opws kai ton kathe paranomo  lathrometanasth',10
'johnykalon kat arxas lathrometanastis den simenei dolofonos  mporo na sou po dolofonies ellinon apo ellines oses thes auto den  simainei oti oi ellines einai dolofonoi auto pou prospathoun na dimiourgisoun onomazete ksenofovia kai einai prothalamos polli asximon gegonoton  (istorika an to psakseis tha to katalaveis)  oson afora gia to siriza  (den eimai ipostiriktis tou)  alla an gnorizes gia tis epithesis xrisaugiton  (toulaxiston ta teleutai 10 xronia pou psaxno)  oxi mono se allodapous alla',-10
're pate kala  edo to patriotis kai to e8nikistis exei katantisei vrisia  poios na 3esiko8ei  aloste kai o alex jones exei lan8asmenes plirofories  anaferete se enan mi8iko lao  e3ipno kai patriotiko mou aresei merikoi edo mesa pou ironeveste oti de synevi o 3esikomos pou kapoioi proevlepan pos sto dialo na ginei 3esikomos efoson elaxitoi dia8etous aytes tis 2 proipo8esis',10
'ouaou file paralhrhma htan auto  dhladh egw pou exw paei se 10 xwres exw 3 ptyxia sthn plhroforikh kai 2 ksenes glwsses eimai ena amorfwto nazistiko ka8arma  ma8e thn diafora tou e8nikisth me tou nazisth aplyte kai meta ela pes mas ti eimaste  oso gia to an eimai dolofonos pou hsouna esy mwri poustara otan vgazame tous ellhnes apo ton livano apo thn epi8esh tou israel egw hmoun ekei na sou pw egw pou hsoun mastardi se kana sokaki  kai epines tsigara kai to epaizes dh8en alani gia afto skase',10
'katarxhn antras  p kai egw agapaw thn ellada alla oxi eis baros twn allwn  o akrodeksiismos einai agapaw p x germania ara eksolothreyw tous allous ayto einai arrwsto  sto name sou ebales akrodeksios00 dld nazi  ethnikisths-ethnikosfrwn einai paranoimenh ennoia  egw eimai patriotis dld agapaw thn patrida mou alla  mexri ekei',10
'o o stn arxh diavasa  ethnikistika kai skalwsa xd',-10
'xronia polla kokkinomavri  thea 120 xronia xaragmena stin kardia panaxaiki gymnastiki enwsi 1891 otan stin xanthi eisastan akoma tourkoi gamw to spiti sas den peirazei xanarxomaste kai exei na pesei xilo giati polu anoigete to stomataki sas gia polla pragmata tha ta poume prosexws mounopana',0
'meta oloi  lene gia ti uparxoun h fasistes aima timh kai na pate na gamithite aplitoi zwa prodotes',10
'@aekgreeknationalist to getto meta apo tis maxairies afise ta ethnikistika stoxadia kai fuck albania  oso gia to oti iparxoun ethnikistes mesa stin r to ksero kai ego opos kai oloi  koumanto omos kserete poioi kanoun loipon den tha katso  na tsakotho allo meso youtube kai etsi gia na kavloseis kai ligo  to getto exei parei alvanous  )  ciao ellhna',-10
'masone sionisti melos tou satana 6 teras paidofile paraxarakti lathrometanasti kanaki kala eipame einai malakas o kanakis alla tetoies vlakeies tupou narkomani kai loipa e entaksei einai gia gelia',10
're gkasma anarxokomouni as pigenes na paixeis esu malakismene oxi 4--2 alla 20-0 tha  exanes esu paliopoutana',10
'ti eipes gia thn  mana mou xrisi aygh gh elliniki re kathiki anarchoaplite poustara gamo thn xekoliasmeni mana sou pio gkani na pareis re paliobastarde tha se kathariso kai to ennoo paliopoustara pios einai kariolis re bine paliotsoglane o pateras kai h mana sou na psofisoun bastarde',10
'an esena den idrwnei mia fora to auti sou  emena den idrwnei 2  giati monos mou kai prwtos sou eipa pou menw  ki afou paristaneis ton gamikoula  para to ksulo pou trws  otan ta vazeis me zorikous  ela na me sunanthseis  frontise mono na mhn einai idrwmenos to kwlaraki sou  se thelw plumenh  mpolsevika mou  se gamhsan oi anarxikoi  kairos  na se gamhsoun ki oi ethnikistes  agalitsa me ta mat sth voulh kai meta agalitsa me ta foreia 4  eiste  xwnepse to  kom-mouna',10
'valte thn koloshmaio ston kolo sas malakes ethnikistes oloi den vlepete provlimata pou exei h xwra h koloshmaia sas noiazei olous kapsimo re vodia',-10
'sigoura  den ksanarxondai  dn nomhzw',0
'opoios pistepsei authn thn e8nikistiki ppipa einai pl mlks',-10
'ksanarxontai apanenwnontai gia  lg akm gia mena t kanoun to niethw alla o manos tha mas vlepei apo pshla tragoudwntas k me ts allous aggelous ki auto t niwthw',0
'stin diki mou sxoli einai gtp oi eakites ti na kanoume den einai oloi teloioi isws na apoteleite exeresi stin sxoli sou  emena zwntano me krataei mono o tropos skepsis mou kai oi prospatheies pou kanw k oxi to kathe komato anarxo kameno myalo k olo ayto  sto lew epeidi to xw psaksei poly kai exw prospathisei poly alloi ksinontai kai to paizoun kapoioi',10
'hm kalutera tipota para auta ta 2 tha elega kapia mera  isws katalaveis oti to ethnos einai ena pseudos panw apo ola o anthrwpos ti sou ftene oi athooi alodapoi pou kinigate kai tous lete egklimties egklimatias einai kai o ellhanaras  den eimai komounaki psifise arketos kosmos x a epeidi ekmetaleuete to  provlima  twn lathrometanastwn pou stin ousia den ftene autoi gia ta xalia tis xwras alla to susthma oi misoi pou psifizoun xa den exoun idea gia tin ideologia tis',-10
'tha mou gleipseis tin poutsa  anarxofasista',10
'enas laikisths lathrolagnos kologere mpekrouliaka',-10
'anarxoulhs eisai kai su diorismenos edwsa panellhnies kai mphka me thn aksia mou esu ti douleia kaneis  esu maxhths pou sthn trexala eiste prwtoi elate 10 na kanete maggies ela monos na  se gamhsw',10
'ton ellhnismo pane na katastrepsoun aytoi pou mas kyvernane  oxi oi la8rometanastes opote poios ftaiei  poios paei na mpastardepsei aytn tn xwra nomizete egw kai alloi posoi 8eloune n mpastardeytoume san laos loipon psa3te to  ligo kalitera gia to poios ftaiei  mn vgenete k kopanate ts metanastes ta skylia pou ts ferane na kopanisete ayta ta gourounia ts politikous',-10
'nai mpravo kai sas ftasan sto -1 tora  (giati standar tha xasete pali to derby)  mpravo mpravo malakes kai eseis gamo tin poutana mou pos sas ftasane etsi apo -10 re gamo ton ampalo ton mourinio kanoniste na xasete to protathlima kai na to parei pali o aplitos kontopoutanos tha sas gamiso ta sopsixa ahahaha',0
'ante re malaka nditi arhidi  otan i astinomia den kanei tipota gia ola auta logiko einai na exegerthei o kosmos  logikotato itan na exegerthei o kosmos  ti kanane oi arhes tis patras toso kairo ekei  den xerane ti ginotane stin piraiki patraiki  eprepe na epembei i xa  gia na ekenothei to ktirio  kai ego tha xespaga etsi an kapios me katigorouse toso entona  kai magia tou na to prokalese o idios  edo to siriza ton apliton eklise mea stin nomiki ola ta lathro na pethanoun apo tin peina',10
'otan stamatisoun oi megalokarxaries kai oi megaloepixiriseis (siberilamvanomenou kai tis xrisis avgis) na  ekmetalevode to proion  lathrometanastes  aftoi tha uparxoun gia pada stin ellada',10
'den sou poulao kati vlaka to oti itan ethnikistis opos kai i sintriptiki pliopsifia ton ditikoevropeon dianooumenon tis anagenisis kai tou diafotismou  theorite dedomeno mathe prota pios itan o sen simon kai meta ela apanta vlaka',-10
'ego eimai sto exoteriko otan leme xenoi enoume oi mavroi kai oi aplitoi etc kai  stin asutralia eimai kai ta vlepo den thelo na pathi to idio me tin ellada',10
'an einai ali8eia tote einai kakogousth ma me ton patsatsoglou  san pakistanos la8rometanasths  einai',10
'anti-neotaksikwn den to  katalavainw pws to ennoeis ekei mesa mporei na xwresoun kai aspondyla i ethnikistes opws px o tragikos mitropolitis peiraia',-10
'ante na toys ta peis apo konta stoys ntopioys aektzides na se peripoiithoyn oxi stoys alikarnassiotes aytoi tha se afisoyn sto topo xereis se kanenan apo aytoys poy glyfeis gia na min se xylofortonoyne mesa sti poli  3 xronia poy gamiesai stin irlandia kai ta ethnikistika toy ofi menoyn sti thesi toys sose ti timi soy kylota  esto kai tin ystati ora',0
'loipon blakako  to profile den einai diko m  egw hip hop akouo  tespa nai r blaka na figete apo ta gipeda  gt eseis oi pseutofasistes kai oi pseutoethnikistes thelete kai kala t kalitero tis xwras sas eno fereste opws ferontan autoi p mas sklabwsane  kai oi xites den einai fasistes ilithie  ekso apo to gipedo as kanoun oti theloun mesa sto gipedo einai mono aris  psaksou pitsiriko',-10
'are lamogia tou politexniou exete tin entiposi pos rixate eseis tonpapatopoulo  mia omata anarxokoumounia fate tora sti mapa ton giorgagi tin troika kai tous metanastes na gamoun tis oikogeniesas lamogia',10
'katapathsh an8rwpinwn dikaiwmatwn einai to na plhrwneis esu ki egw asfalistikes eisfores  (na mas ta kratane apo tous mis8ous mas)  kai na plhrwnoume 5 euro eisithrio sta nosokomeia  gia na exoun dwrean peri8alpsh oi la8rometanastes pou kanoun paremporio kai den plhrwnoun eisfores  den mas rwthsan kan an theloume na plhrwnoume gia allous  an auto den mporeis na to katanohseis  na katanohseis oti eisai o malakas ths upotheshs  enos kratous  pou de se sevetai  tote eisai doulos',10
'ante pidiksou esy kai h megalopoutana eseis xesate sthn  enoia dhmokratia kai sebomaste tous allous lathrolagnoi',10
'siga min eitan o diogenis  prezakias san auton ton  aplito  koumounoanarxiko kitso traba na kaneis  tsek up se kobo  na exeis pathei kana  egkefaliko',10
'ekei mesa emena mou murizei pws vriskotan tpt anarxokoumounakia apluta  opote kalws kanane  k tis spasane',10
'vlakentie politexniti anyparkte emeis katevazoume mia  fiali ouiski kai akoume stanisi re mpoufo  areianara re apedefte amirfote aplite',10
'8elw na  ginw enas bromilos  enas aplitos skulos',10
'kala re pousti mou an einai dinaton akoma  ki edo ethnikistika sxolia ratsismos kai vlaxomagies tou kolou eleos ierosilia re gamoto nioste ligo-edo milame gia tous ipertatous iron maiden kai tipot allo afiste stin akri tis malakies gia mekedonies skopia voulgaries tourkies ki alla tetoia asxeta ki an kanas mizeros skopianos leei kamia paparia apla grafte ton ekei pou den pianei to melani ki apolafste ti mousiki telos',0
'an eseis eistai ellines tote me timi kai xara  eimai lathrometanastis',10
'apaitoume h x a  na frontisei na apela8ei o ypan8ropos la8ropontikas clyde piso stin squiperia',10
'enoite de mou miazis  ise ena trisathlio miasma  aniko opou thelo kai si skata exis ena miden ise kai katevase ligo ti miti sou kolo ethnikisti akrodeksie fasista  ante giati poli tin exis di  kai sou ksanaleo anarxikos den ime oute deksios oute aristeros kai sixenome afantasta kati tipous san kai esena dioti gia na exoun logo iparksis se auti ti zoi epistrateuonte kapou  gia na niothoun kala kai omorfa  distixos exo pai  sou euxome na eroteutis tourakala',-10
'egwisths yparxei kammia apodei3h pws ta greeklish katastrefoun th glwssa ta greeklish den pauoun na einai ellhnika asxeta me to oti xrhsimopoiountai me ellhnikous xarakthres h idea pws ta greeklish katastrefoun thn ellhnikh glwssa gennh8hke kai metadw8hke apo ellhnes e8nikistes pou ahdiazan me ka8e paramikro 3eno stoixeio pou  dexontan h glwssa tous den yparxei atomo pou na 3exase thn ellhnikh grafh h or8ografia xrhsimopoiontas ta greeklish ta greeklish apla enoxloun ta e8nikia tipota allo',-10
'kalos xrysos o tzimis  alla tis malakies me thn ellada pisteuw pws mporei k na tis afhsei gt den eimai kanas e8nikistaras alla einai malakia na me prosvalei san ellhna',10
'einai politiki apopsi  na eisai anthellinas kai lathrolagnos',10
'ase ta adia logia ke tis aerologies - dose mu singekrimeni apandisi sto erotima  exi i den exi i ellada ena terastio provlima me tus lathrometanastes ke ine etimi na katarefsi apoles tis apopsis ean mu pis oxi  den tha xriasti na sizitiso alo mazi su  dioti me tiflus den milas  gia xromata  ean mu pis ne  tote pes mu ti lisi protinis esi me to provlima afto',10
'anarxoleres psofo  re',10
'gamato katava90s gustaro na gino enas vromilos  enas aplitos skilos',10
'@anarxos oti peis opade tou dhmosiou k ths propagandas ante trava vlaka st lagokaraiskaki sas',0
'mia koukla eipe mia alitheia malista  eprepe na einai kamia  anarxotetoia me aksiristes masxales kai rasta na poume tote na deite ti oraia tha tin kratousan kai sto kato kato kai agglida athlitria ekane ratsitiko sxolio enantion ton ellinon auti epethe kati',10
'otan ta paidia tis xrushs aughs pigenane ston agio pantelehmona kai boh8ousan tous an8ropous apo tous anarxikous pou katebazan tin ellhniki simaia eseis oloi pou sxloleiazete edw ka8este kai koitate apo tin tv kai  apo to internet tous la8rometanastes kai tous anarxikous na katastrefoun tin xwra probata',10
'katoura kai ligo re  filanthrwpe  anarxo  epanastati pare kanenan sto spiti sou  an k amvifalw oti tha to ekanes oso kai an prospathei to  sinafi sou ratsistes den tha mas kaneis na noiwsoume  nai re eimaste patriwtes  toulaxiston exoume kati na agapame kai na vasizoume ton politismo mas  oxi ayti tin anampoumpoula pou akoloutheite eseis 40 xronia antexame kai tha antexoume kai 2 na meinoun miliste akoma s kana anegefalo paidaki mipws sas pistepsei  tyfli ypakoi sta afentika sas  oust',10
'diladi ante tora grafoune oi gayroi ta vazelia  ta xanoumia oi superades oi aytonomoi aytoi oi paoksides ta skato nazistakia pou kanoune ton xeretismo tou hitler me tous koloservous aderfia taxa makedones k arxidia skato ethnikistes via anarxia k gamw tin kasa ton politikon',-10
'loipon mages egw ayth thn stigmh den milaw oute san anti-gayros oute san anthelina oute tpt alla poli apla kaneis sas den katalave kati pou akougete idietera apo tote 1) oi olympiakoi den ekanan ntou sthn curva nord twn  fanatikwn ths lazio alla se opadous pou vriskontousan dipla sthn kerkida ths 7  2) oi fanatikoi opadoi ths lazio pote den htan anthelines  isa isa exoun poli kales sxeseis me ethnikistikous syndesmous ellhnwn  3) ta pano kata ths elladas den sikothike sthn curva nord',0
'  8es na m peis oti einai ypoxreomenos o an8ropos pou  exei paei ekei gia tin doulia tou na sikw8ei or8ios gia na deiksei sevasmo se enan an8ropo pou exei kanei 2 fores fylaki kai apotelei arxiko stelexos se tromokraties apenanti se la8rometanastes kai mi  krima pou exeis teties apopseis',10
'@hellenicsacredkin  ti koumounistaki  plaka me kaneis  eimai kapitalistis 100 aplws  o marx einai provlima kai den prepei na diavazetai  egw to mono pou thelw einai na kalliergw ethnikistiki ideologia  tipota allo  oi idees tou ethnous kratous kai tis patridas ofeloun tis trapezes  opote xuse esu to aima sou gia tin patrida kai ta paidia sou  ki emeis tha mazevoume ta kefalaia  gia mena polemas  katalaves  gia mena kai ton antistoixo tourko trapeziti  oxi gia ta paidia sou',10
'to na eisai gay einai vrisia exeis mperdepsei thn vourtsa me thn poutsa  hlithie e8nikistes eimastan ki eimaste timh ston e8nikisth mixalh filopoulo  to  alani apo ton kolwno  peristeri-nopo 13',10
'ta sxolia peritevoun giati itan mia astiki ekstrateia  gia ta skopia exei tonisei epanliminena na paroun ena onoma me gewgrafiko prosdiorismo kai mono  oso prodotes einai oi gia tin se eparxia pou les allo  toso einai kai oi alloi pou vomvardizane apo tin akropoli ton elliniko lao me tin synergasia twn agglwn xwria oi 20 t a pou alonizan tin xwra kai sfazane  kai den gemizei re file to kke tin ellada me lathrometanastes eleoc dld',10
'-eistai aksistos kai aplitos  -aplitos egw ela na ta lousis  re  -eistai kakaounakis kai nikos poli',10
'mhlate esus gia epanastash re aplita zwa katse na viasi thn mana sou afganos na doume ti epanastash 9a kaneis esu kariolh sfazoun mera para mera ellhnes stous dromous kai vgainete kai lete tis sunh9ismenes mlkies sas ah gamisou re sapie',10
'nomizo pos prepei na enimeronesai kalitera  to simvolo tis xa den einai  i svastigka kai oso gia to programma tou siriza to gnorizeis psakse se mia mixani anazitisis tis theseis tou siriza kai mathe ti exei skopo na kanei  (anagnorisi ton skopion os makedonia anagnorisi tourkoukis meionotitas stin thraki nomimopoiisi lathrometanaston ktl ktl ktl)  kai an sinexizeis na pisteveis oti einai kalo to programma tou siriza tote ti na sou po',10
'autoi den einai xrysaygites prwta koita na gnoriseis kana sovaro ethnikisth kai oxi tsoutsekakia pou nomizoun oti eimaste moda emeis  den eimaste anarxia',10
're perasa mprosta apo poreia anarxomalakismenon kai  filotourkon mazi me ena filo m kai i dio me mplouzes  (tourkos kalos mono nekros)  kai  (o pontos zei zw gia na ekdikitho)  mas kitagane kala kala alla otan piga pros autous pigenane mesa sto plithos oust aderfes tha ziso gia na kanw tin ellada pali elliniki kai oxi me aderfes pou poulane tin patris amerikanoskoulikia',10
'asfalws to na upostirizeis thn xwra sou exei taftistei me oloklhrwtika kathestwta tosa ksereis tosa les  otan vgaleis ta stereotypa pou sou didakse mia sapia genia ela na milisoume  oi fasistes einai gia ton p  to na thes mia dunath oikonomika kai politika xwra einai fasismos gia sena esu tha skwtwnes tous  fasistes alla egw tha eksoriza tous imimatheis kai tous kwlhmenous sta stereotypa vlepeis h makedonia einai ethnikistiko na les oti einai ellhnhkh a re vlaka',-10
'@1924topdog re broyte den milaw gia to moysiko toys styl  anaferomai sto poy anikoun politika  kai an itane ontws apolitikoi kai den eixan kamia sxesi me tin poltiki san mpanta tha kratousan isies apostaseis kai ap tis 2 pleyres kai  den tha paizane se  anarxosynaylies sta exarxeia',10
' hrwa  8ewrw egw opoion htan s  ayth thn apergia alla oti htan 8yma ths kratikhs katastolhs opws kai o grhgoropoulos opws kai polloi alloi  anarxofasistes kai provokatores ap oti katalavainw egw  8ewrountai oi mpatsoi k asfalites pou ta arxisan ola  k opws 8ewrw egw  einai poly eykolo se tetoies periptwseis me ekatontades xiliades an8rwpous',-10
'den eixa kamia amfivolia oti o anarxoaristeros tzimakos itan kai aftos enas fugostratos  kapote vlepe arxaia athina  an den  eixes kanei strato dn eixes dikewma na sumetasxeis sta politika drwmena dld oute na psufizeis alla oute kai na lamvaneis axiwmata antautou stis meres mas oi fugostratoi kokakides k diataragmenoi edw vlepe lazopoulo k maki pera apo t tzimako exoun ginei ethnikoi hrwes',10
'ne ala oi ethnikistes ine pio  ntouvaria ke apo tous anarxes',10
'i panagia sumela itan gia tous pontious ellines oti itan i olumpia gia tous elladites xoros sunathroisis tou pontiakou ellinismou tis mauris thallasas apo tin arxaiotita eos kai to 22 dustuxos omos i itta tis elladas stin mikrasiatiki ekstrateia simene kai to telos tou ellinismou stin m asia simera mono  san touristes kai me epideixi diavatiriou mporoume na episkeftoume tin patrida mas antitheta oi tourkoi oi opioi irthan san kataktites kai lathrometanastes xerontai tin patrida mas',10
'1on me berdevis me allon 2on den diafono katholou oti komounistes kai fasistes  opos lene kai oi filoi mas oi varvaroi same shit different story  3on kalitera tha itan ean imoun prezaki kai akoma pio kala ean imoun alvanos  4on apo  pote ksipnas diavazontas ethnikistikes  ratsistikes  filetikes propagandes (isos vevea na sou xipnan to zoo mesa sou) i monoplevri outopistiki  morfosi  den se ksipna se koimizi kai se kani ipoxirio ston kathe diestrameno arxigo',-10
're tsoutsekia oli auton blepate mikroi k twra diafwneite  k meis ethnikistes eimaste k malista stin prwti grammi  emas i magkia mas den einai na tin pesoume se enan pakistano pou einai 30 kila 12 atoma  emas i magkia mas einai na eimaste stin omogenia k na eksigoume sto germano giati eimaste anwteroi  tis dikes sas malakies diorthonoume  na pate stius somalous stin omonia me tis xatzares an exete  @@  etsi k tin taksi tis mikris mou aderfis na tis stilw ston paki tha ton skisoune  apla fagate to',10
'me alla logia eisai yper tou ethnikismou an einai ths morfhs ths gallikhs epanastashs e an sou pw oti eimai ethnikisths tetoios ti tha peis  giati mhn mou peis oti dn tha peis kati an akousei kapoios ethnikismos staurokopietai  (a ksexasa eiste atheoi) a kai gia na ksereis dn eimai ethnikisths  apla mou fainetai geloio to video th stigmh pou oi amerikanoi exoun kati malakes skopianous na to paizoun makedones  pare theseis akrivws edw kai oxi polla polla  fyrom macedonia h oxi',10
'vre malaka alvane poios sou milise esena  ti mou to paizeis  anarxokoumouni  e  me muala san ta dika sou 8a ftiaksei o kosmos  i nomizeis pws oi fasistes exoun kanei megalitera egklimata  ap tous aristerous  gia ksipna ap ton li8argo provatoprezaki anoikse kana vivlio kai ase me emena pou 8es kai na mou tin peis',10
'skefteite tin dunamiki pou tha apoktouse i ellada me ta stana ton dardanelion kai tin konstantinoupoli na elenxei olo to emporio metaxu europis kai  asias i moira dustuxos mas epifulaxe ton rolo komparson stin skia tis troias -tourkias oi opioi irthan san lathrometanastes apo to pouthena  kai ginan nomimoi idioktites tis periousias mas--mias periousias pou einai oli i ousia',10
'aftes oi epoxes den ksanarxontai me oles tis malakies pou exoume tora potisei',0
'axaxaxaxaxxaxa to thymamai poly kala to sygekrimeno ax mou thymizoun poly ta paidika mou xronia ti periergo na vlepeis to idio pragma me diaforetiki pleon matia  mias kai twra katalavainoume kati parapanw  mou ksanarxontai ta synaisthimata pou mou gennousan san paidaki ta sketsakia aman pw pw',0
'den exw patisei oute se mia tetoia suneleush kai pisteuw oti to ellhniko sustima ellhnopoihshs einai hdh poly  xalaro me molis 2 epiloges visas  opote sigoura den suzitaw tin ellhnopoihsh lathrometanastwn  kserw metanastes apo tin aigupto pou irthan nomima kai eferan kai tin oikogeneia tous afou eginan nomimh katikoi  an kaname kati tetoio tha vgazame akures oxi mono tis prospathies twn ellhnwn pou proupirxan alla kai autous pou palepsan gia na entaxthoun',10
'poios sta leei auta re blaka h rap einai arxika den bgainei oute apo xastouki oute apo th rapsodia oute apo to  araphs  h lexh rap bgainei apo ta arxika  (rythm  and poetry)  rap trelle ethnikisth pos ta kataferes na to skefteis to rapisma',-10
